37.971417	,	-87.529813	,	0
37.971418	,	-87.529812	,	1
37.971419	,	-87.529811	,	2
37.97142	,	-87.52981	,	3
37.971421	,	-87.529809	,	4
37.971422	,	-87.529808	,	5
37.971423	,	-87.529807	,	6
37.971424	,	-87.529806	,	7
37.971425	,	-87.529805	,	8
37.971426	,	-87.529804	,	9
37.971427	,	-87.529803	,	10
37.971428	,	-87.529802	,	11
37.971429	,	-87.529801	,	12
37.97143	,	-87.5298	,	13
37.971431	,	-87.529799	,	14
37.971432	,	-87.529798	,	15
37.971433	,	-87.529797	,	16
37.971434	,	-87.529796	,	17
37.971435	,	-87.529795	,	18
37.971436	,	-87.529794	,	19
37.971437	,	-87.529793	,	20
37.971438	,	-87.529792	,	21
37.971439	,	-87.529791	,	22
37.97144	,	-87.52979	,	23
37.971441	,	-87.529789	,	24
37.971442	,	-87.529788	,	25
37.971443	,	-87.529787	,	26
37.971444	,	-87.529786	,	27
37.971445	,	-87.529785	,	28
37.971446	,	-87.529784	,	29
37.971447	,	-87.529783	,	30
37.971448	,	-87.529782	,	31
37.971449	,	-87.529781	,	32
37.97145	,	-87.52978	,	33
37.971451	,	-87.529779	,	34
37.971452	,	-87.529778	,	35
37.971453	,	-87.529777	,	36
37.971454	,	-87.529776	,	37
37.971455	,	-87.529775	,	38
37.971456	,	-87.529774	,	39
37.971457	,	-87.529773	,	40
37.971458	,	-87.529772	,	41
37.971459	,	-87.529771	,	42
37.97146	,	-87.52977	,	43
37.971461	,	-87.529769	,	44
37.971462	,	-87.529768	,	45
37.971463	,	-87.529767	,	46
37.971464	,	-87.529766	,	47
37.971465	,	-87.529765	,	48
37.971466	,	-87.529764	,	49
37.971467	,	-87.529763	,	50
37.971468	,	-87.529762	,	51
37.971469	,	-87.529761	,	52
37.97147	,	-87.52976	,	53
37.971471	,	-87.529759	,	54
37.971472	,	-87.529758	,	55
37.971473	,	-87.529757	,	56
37.971474	,	-87.529756	,	57
37.971475	,	-87.529755	,	58
37.971476	,	-87.529754	,	59
37.971477	,	-87.529753	,	60
37.971478	,	-87.529752	,	61
37.971479	,	-87.529751	,	62
37.97148	,	-87.52975	,	63
37.971481	,	-87.529749	,	64
37.971482	,	-87.529748	,	65
37.971483	,	-87.529747	,	66
37.971484	,	-87.529746	,	67
37.971485	,	-87.529745	,	68
37.971486	,	-87.529744	,	69
37.971487	,	-87.529743	,	70
37.971488	,	-87.529742	,	71
37.971489	,	-87.529741	,	72
37.97149	,	-87.52974	,	73
37.971491	,	-87.529739	,	74
37.971492	,	-87.529738	,	75
37.971493	,	-87.529737	,	76
37.971494	,	-87.529736	,	77
37.971495	,	-87.529735	,	78
37.971496	,	-87.529734	,	79
37.971497	,	-87.529733	,	80
37.971498	,	-87.529732	,	81
37.971499	,	-87.529731	,	82
37.9715	,	-87.52973	,	83
37.971501	,	-87.529729	,	84
37.971502	,	-87.529728	,	85
37.971503	,	-87.529727	,	86
37.971504	,	-87.529726	,	87
37.971505	,	-87.529725	,	88
37.971506	,	-87.529724	,	89
37.971507	,	-87.529723	,	90
37.971508	,	-87.529722	,	91
37.971509	,	-87.529721	,	92
37.97151	,	-87.52972	,	93
37.971511	,	-87.529719	,	94
37.971512	,	-87.529718	,	95
37.971513	,	-87.529717	,	96
37.971514	,	-87.529716	,	97
37.971515	,	-87.529715	,	98
37.971516	,	-87.529714	,	99
37.971517	,	-87.529713	,	100
37.971518	,	-87.529712	,	101
37.971519	,	-87.529711	,	102
37.97152	,	-87.52971	,	103
37.971521	,	-87.529709	,	104
37.971522	,	-87.529708	,	105
37.971523	,	-87.529707	,	106
37.971524	,	-87.529706	,	107
37.971525	,	-87.529705	,	108
37.971526	,	-87.529704	,	109
37.971527	,	-87.529703	,	110
37.971528	,	-87.529702	,	111
37.971529	,	-87.529701	,	112
37.97153	,	-87.5297	,	113
37.971531	,	-87.529699	,	114
37.971532	,	-87.529698	,	115
37.971533	,	-87.529697	,	116
37.971534	,	-87.529696	,	117
37.971535	,	-87.529695	,	118
37.971536	,	-87.529694	,	119
37.971537	,	-87.529693	,	120
37.971538	,	-87.529692	,	121
37.971539	,	-87.529691	,	122
37.97154	,	-87.52969	,	123
37.971541	,	-87.529689	,	124
37.971542	,	-87.529688	,	125
37.971543	,	-87.529687	,	126
37.971544	,	-87.529686	,	127
37.971545	,	-87.529685	,	128
37.971546	,	-87.529684	,	129
37.971547	,	-87.529683	,	130
37.971548	,	-87.529682	,	131
37.971549	,	-87.529681	,	132
37.97155	,	-87.52968	,	133
37.971551	,	-87.529679	,	134
37.971552	,	-87.529678	,	135
37.971553	,	-87.529677	,	136
37.971554	,	-87.529676	,	137
37.971555	,	-87.529675	,	138
37.971556	,	-87.529674	,	139
37.971557	,	-87.529673	,	140
37.971558	,	-87.529672	,	141
37.971559	,	-87.529671	,	142
37.97156	,	-87.52967	,	143
37.971561	,	-87.529669	,	144
37.971562	,	-87.529668	,	145
37.971563	,	-87.529667	,	146
37.971564	,	-87.529666	,	147
37.971565	,	-87.529665	,	148
37.971566	,	-87.529664	,	149
37.971567	,	-87.529663	,	150
37.971568	,	-87.529662	,	151
37.971569	,	-87.529661	,	152
37.97157	,	-87.52966	,	153
37.971571	,	-87.529659	,	154
37.971572	,	-87.529658	,	155
37.971573	,	-87.529657	,	156
37.971574	,	-87.529656	,	157
37.971575	,	-87.529655	,	158
37.971576	,	-87.529654	,	159
37.971577	,	-87.529653	,	160
37.971578	,	-87.529652	,	161
37.971579	,	-87.529651	,	162
37.97158	,	-87.52965	,	163
37.971581	,	-87.529649	,	164
37.971582	,	-87.529648	,	165
37.971583	,	-87.529647	,	166
37.971584	,	-87.529646	,	167
37.971585	,	-87.529645	,	168
37.971586	,	-87.529644	,	169
37.971587	,	-87.529643	,	170
37.971588	,	-87.529642	,	171
37.971589	,	-87.529641	,	172
37.97159	,	-87.52964	,	173
37.971591	,	-87.529639	,	174
37.971592	,	-87.529638	,	175
37.971593	,	-87.529637	,	176
37.971594	,	-87.529636	,	177
37.971595	,	-87.529635	,	178
37.971596	,	-87.529634	,	179
37.971597	,	-87.529633	,	180
37.971598	,	-87.529632	,	181
37.971599	,	-87.529631	,	182
37.9716	,	-87.52963	,	183
37.971601	,	-87.529629	,	184
37.971602	,	-87.529628	,	185
37.971603	,	-87.529627	,	186
37.971604	,	-87.529626	,	187
37.971605	,	-87.529625	,	188
37.971606	,	-87.529624	,	189
37.971607	,	-87.529623	,	190
37.971608	,	-87.529622	,	191
37.971609	,	-87.529621	,	192
37.97161	,	-87.52962	,	193
37.971611	,	-87.529619	,	194
37.971612	,	-87.529618	,	195
37.971613	,	-87.529617	,	196
37.971614	,	-87.529616	,	197
37.971615	,	-87.529615	,	198
37.971616	,	-87.529614	,	199
37.971617	,	-87.529613	,	200
37.971618	,	-87.529612	,	201
37.971619	,	-87.529611	,	202
37.97162	,	-87.52961	,	203
37.971621	,	-87.529609	,	204
37.971622	,	-87.529608	,	205
37.971623	,	-87.529607	,	206
37.971624	,	-87.529606	,	207
37.971625	,	-87.529605	,	208
37.971626	,	-87.529604	,	209
37.971627	,	-87.529603	,	210
37.971628	,	-87.529602	,	211
37.971629	,	-87.529601	,	212
37.97163	,	-87.5296	,	213
37.971631	,	-87.529599	,	214
37.971632	,	-87.529598	,	215
37.971633	,	-87.529597	,	216
37.971634	,	-87.529596	,	217
37.971635	,	-87.529595	,	218
37.971636	,	-87.529594	,	219
37.971637	,	-87.529593	,	220
37.971638	,	-87.529592	,	221
37.971639	,	-87.529591	,	222
37.97164	,	-87.52959	,	223
37.971641	,	-87.529589	,	224
37.971642	,	-87.529588	,	225
37.971643	,	-87.529587	,	226
37.971644	,	-87.529586	,	227
37.971645	,	-87.529585	,	228
37.971646	,	-87.529584	,	229
37.971647	,	-87.529583	,	230
37.971648	,	-87.529582	,	231
37.971649	,	-87.529581	,	232
37.97165	,	-87.52958	,	233
37.971651	,	-87.529579	,	234
37.971652	,	-87.529578	,	235
37.971653	,	-87.529577	,	236
37.971654	,	-87.529576	,	237
37.971655	,	-87.529575	,	238
37.971656	,	-87.529574	,	239
37.971657	,	-87.529573	,	240
37.971658	,	-87.529572	,	241
37.971659	,	-87.529571	,	242
37.97166	,	-87.52957	,	243
37.971661	,	-87.529569	,	244
37.971662	,	-87.529568	,	245
37.971663	,	-87.529567	,	246
37.971664	,	-87.529566	,	247
37.971665	,	-87.529565	,	248
37.971666	,	-87.529564	,	249
37.971667	,	-87.529563	,	250
37.971668	,	-87.529562	,	251
37.971669	,	-87.529561	,	252
37.97167	,	-87.52956	,	253
37.971671	,	-87.529559	,	254
37.971672	,	-87.529558	,	255
37.971673	,	-87.529557	,	256
37.971674	,	-87.529556	,	257
37.971675	,	-87.529555	,	258
37.971676	,	-87.529554	,	259
37.971677	,	-87.529553	,	260
37.971678	,	-87.529552	,	261
37.971679	,	-87.529551	,	262
37.97168	,	-87.52955	,	263
37.971681	,	-87.529549	,	264
37.971682	,	-87.529548	,	265
37.971683	,	-87.529547	,	266
37.971684	,	-87.529546	,	267
37.971685	,	-87.529545	,	268
37.971686	,	-87.529544	,	269
37.971687	,	-87.529543	,	270
37.971688	,	-87.529542	,	271
37.971689	,	-87.529541	,	272
37.97169	,	-87.52954	,	273
37.971691	,	-87.529539	,	274
37.971692	,	-87.529538	,	275
37.971693	,	-87.529537	,	276
37.971694	,	-87.529536	,	277
37.971695	,	-87.529535	,	278
37.971696	,	-87.529534	,	279
37.971697	,	-87.529533	,	280
37.971698	,	-87.529532	,	281
37.971699	,	-87.529531	,	282
37.9717	,	-87.52953	,	283
37.971701	,	-87.529529	,	284
37.971702	,	-87.529528	,	285
37.971703	,	-87.529527	,	286
37.971704	,	-87.529526	,	287
37.971705	,	-87.529525	,	288
37.971706	,	-87.529524	,	289
37.971707	,	-87.529523	,	290
37.971708	,	-87.529522	,	291
37.971709	,	-87.529521	,	292
37.97171	,	-87.52952	,	293
37.971711	,	-87.529519	,	294
37.971712	,	-87.529518	,	295
37.971713	,	-87.529517	,	296
37.971714	,	-87.529516	,	297
37.971715	,	-87.529515	,	298
37.971716	,	-87.529514	,	299
37.971717	,	-87.529513	,	300
37.971718	,	-87.529512	,	301
37.971719	,	-87.529511	,	302
37.97172	,	-87.52951	,	303
37.971721	,	-87.529509	,	304
37.971722	,	-87.529508	,	305
37.971723	,	-87.529507	,	306
37.971724	,	-87.529506	,	307
37.971725	,	-87.529505	,	308
37.971726	,	-87.529504	,	309
37.971727	,	-87.529503	,	310
37.971728	,	-87.529502	,	311
37.971729	,	-87.529501	,	312
